Center image ,Left image,Right image,Steering,trottle,Break,Speed
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_27_590.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_27_590.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_27_590.jpg,0,1,0,20.60379
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_27_662.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_27_662.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_27_662.jpg,0,1,0,21.12284
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_27_739.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_27_739.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_27_739.jpg,0,1,0,21.93446
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_27_813.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_27_813.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_27_813.jpg,0,1,0,22.73683
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_27_886.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_27_886.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_27_886.jpg,0,1,0,23.52859
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_27_959.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_27_959.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_27_959.jpg,0,1,0,24.1202
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_28_031.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_28_031.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_28_031.jpg,0,1,0,24.8919
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_28_102.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_28_102.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_28_102.jpg,0,1,0,25.46707
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_28_175.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_28_175.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_28_175.jpg,0,1,0,26.22972
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_28_247.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_28_247.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_28_247.jpg,-0.2,1,0,26.96762
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_28_320.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_28_320.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_28_320.jpg,-0.35,1,0,27.47333
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_28_394.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_28_394.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_28_394.jpg,-0.2115309,1,0,28.17191
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_28_466.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_28_466.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_28_466.jpg,0,1,0,28.91031
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_28_538.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_28_538.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_28_538.jpg,0,0.8924432,0,29.4397
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_28_609.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_28_609.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_28_609.jpg,0,0.6549065,0,29.96514
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_28_680.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_28_680.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_28_680.jpg,0,0.4636053,0,30.07205
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_28_750.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_28_750.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_28_750.jpg,0,0.2328082,0,30.00364
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_28_821.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_28_821.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_28_821.jpg,0,0.04733555,0,29.93968
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_28_891.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_28_891.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_28_891.jpg,0,0,0,29.70396
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_28_962.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_28_962.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_28_962.jpg,-0.15,0.07765324,0,29.53384
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_29_035.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_29_035.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_29_035.jpg,-0.35,0,0,29.24683
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_29_105.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_29_105.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_29_105.jpg,-0.1335137,0,0,28.99083
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_29_177.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_29_177.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_29_177.jpg,0,0,0,28.81227
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_29_250.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_29_250.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_29_250.jpg,0,0,0,28.57781
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_29_321.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_29_321.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_29_321.jpg,0,0,0,28.40474
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_29_392.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_29_392.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_29_392.jpg,0,0,0,28.17611
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_29_460.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_29_460.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_29_460.jpg,0,0,0,28.00599
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_29_531.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_29_531.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_29_531.jpg,0,0,0,27.78079
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_29_601.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_29_601.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_29_601.jpg,0,0,0,27.61305
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_29_672.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_29_672.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_29_672.jpg,0,0,0,27.39102
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_29_745.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_29_745.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_29_745.jpg,0,0,0,27.17077
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_29_818.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_29_818.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_29_818.jpg,0,0.05783648,0,27.00677
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_29_893.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_29_893.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_29_893.jpg,0,0.2555133,0,26.946
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_29_959.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_29_959.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_29_959.jpg,0,0.08265775,0,26.91948
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_30_034.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_30_034.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_30_034.jpg,0,0,0,26.72013
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_30_108.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_30_108.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_30_108.jpg,0,0,0,26.50503
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_30_174.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_30_174.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_30_174.jpg,0,0,0,26.34499
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_30_249.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_30_249.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_30_249.jpg,0,0.08239325,0,26.14299
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_30_321.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_30_321.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_30_321.jpg,0,0.2743538,0,26.10111
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_30_393.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_30_393.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_30_393.jpg,0,0.493059,0,26.25898
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_30_466.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_30_466.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_30_466.jpg,0,0.7381849,0,26.64598
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_30_539.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_30_539.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_30_539.jpg,-0.1,0.9298575,0,27.08062
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_30_612.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_30_612.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_30_612.jpg,-0.3,1,0,27.76777
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_30_680.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_30_680.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_30_680.jpg,-0.2181619,1,0,28.28971
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_30_752.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_30_752.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_30_752.jpg,0,1,0,29.0281
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_30_827.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_30_827.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_30_827.jpg,0,1,0,29.75787
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_30_898.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_30_898.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_30_898.jpg,0,1,0,30.18858
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_30_972.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_30_972.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_30_972.jpg,0,1,0,30.19027
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_31_043.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_31_043.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_31_043.jpg,0,1,0,30.19029
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_31_117.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_31_117.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_31_117.jpg,0,1,0,30.19028
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_31_189.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_31_189.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_31_189.jpg,0,1,0,30.19027
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_31_259.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_31_259.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_31_259.jpg,0,0.9450995,0,30.19029
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_31_332.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_31_332.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_31_332.jpg,0,0.7039114,0,30.13244
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_31_401.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_31_401.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_31_401.jpg,0,0.5219508,0,30.08498
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_31_472.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_31_472.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_31_472.jpg,0,0.3060892,0,30.0251
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_31_542.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_31_542.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_31_542.jpg,0,0.2770423,0,29.98601
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_31_614.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_31_614.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_31_614.jpg,0,0.5170224,0,30.05884
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_31_687.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_31_687.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_31_687.jpg,0,0.2730975,0,30.01791
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_31_758.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_31_758.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_31_758.jpg,0,0.08306591,0,29.95556
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_31_829.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_31_829.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_31_829.jpg,0,0,0,29.73572
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_31_899.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_31_899.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_31_899.jpg,0,0,0,29.5561
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_31_971.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_31_971.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_31_971.jpg,0,0.05377568,0,29.31846
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_32_039.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_32_039.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_32_039.jpg,0,0.2344902,0,29.22978
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_32_107.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_32_107.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_32_107.jpg,0,0.4641408,0,29.32138
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_32_176.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_32_176.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_32_176.jpg,0,0.6474056,0,29.53997
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_32_245.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_32_245.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_32_245.jpg,0,0.8776901,0,30.03026
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_32_314.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_32_314.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_32_314.jpg,0,1,0,30.19161
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_32_382.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_32_382.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_32_382.jpg,0,1,0,30.19024
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_32_451.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_32_451.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_32_451.jpg,0,1,0,30.19029
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_32_522.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_32_522.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_32_522.jpg,-0.1,1,0,30.1877
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_32_592.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_32_592.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_32_592.jpg,-0.1836922,1,0,30.18186
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_32_661.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_32_661.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_32_661.jpg,-0.001220768,1,0,30.19
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_32_733.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_32_733.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_32_733.jpg,0,1,0,30.19004
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_32_804.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_32_804.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_32_804.jpg,0,1,0,30.19023
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_32_874.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_32_874.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_32_874.jpg,0,1,0,30.19029
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_32_943.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_32_943.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_32_943.jpg,0,1,0,30.19029
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_33_015.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_33_015.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_33_015.jpg,0,1,0,30.19031
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_33_086.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_33_086.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_33_086.jpg,0,1,0,30.1903
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_33_155.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_33_155.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_33_155.jpg,0,1,0,30.19029
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_33_226.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_33_226.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_33_226.jpg,0,1,0,30.19028
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_33_294.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_33_294.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_33_294.jpg,0,1,0,30.19031
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_33_365.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_33_365.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_33_365.jpg,-0.15,1,0,30.18431
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_33_433.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_33_433.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_33_433.jpg,-0.3,1,0,30.16921
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_33_502.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_33_502.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_33_502.jpg,-0.45,1,0,30.15143
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_33_573.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_33_573.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_33_573.jpg,-0.2794325,1,0,30.18816
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_33_645.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_33_645.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_33_645.jpg,-0.0387714,1,0,30.18925
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_33_715.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_33_715.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_33_715.jpg,0,1,0,30.18858
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_33_787.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_33_787.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_33_787.jpg,0,0.8117887,0,30.15434
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_33_854.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_33_854.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_33_854.jpg,0,0.6350987,0,30.10786
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_33_925.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_33_925.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_33_925.jpg,0,0.4000398,0,30.04833
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_33_994.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_33_994.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_33_994.jpg,0,0.2167605,0,30.003
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_34_065.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_34_065.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_34_065.jpg,0,0,0,29.85871
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_34_136.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_34_136.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_34_136.jpg,0,0,0,29.67734
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_34_206.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_34_206.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_34_206.jpg,0,0,0,29.43876
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_34_276.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_34_276.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_34_276.jpg,0,0,0,29.26103
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_34_347.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_34_347.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_34_347.jpg,0,0,0,29.02573
